"id","name","description"
"cpv_38651500-8","38651500-8","Caméras cinématographiques"
"cpv_38651600-9","38651600-9","Appareils photographiques numériques"
"cpv_38652000-0","38652000-0","Projecteurs cinématographiques"
"cpv_38652100-1","38652100-1","Appareils de projection"
"cpv_38652110-4","38652110-4","Projecteurs de diapositives"
"cpv_38652120-7","38652120-7","Vidéoprojecteurs"
"cpv_38652200-2","38652200-2","Agrandisseurs"
"cpv_38652300-3","38652300-3","Réducteurs"
"cpv_38653000-7","38653000-7","Appareils pour laboratoires photographiques"
"cpv_38653100-8","38653100-8","Flashes"
"cpv_38653110-1","38653110-1","Ampoules de flash"
"cpv_38653111-8","38653111-8","Cubes flashes"
"cpv_38653200-9","38653200-9","Agrandisseurs photographiques"
"cpv_38653300-0","38653300-0","Appareils et matériel de développement de pellicules photographiques"
"cpv_38653400-1","38653400-1","Écrans de projection"
"cpv_38654000-4","38654000-4","Matériel pour microfilms et microfiches"
"cpv_38654100-5","38654100-5","Matériel pour microfilms"
"cpv_38654110-8","38654110-8","Lecteurs de microfilms"
"cpv_38654200-6","38654200-6","Matériel pour microfiches"
"cpv_38654210-9","38654210-9","Lecteurs de microfiches"
"cpv_38654300-7","38654300-7","Matériel pour microformes"
"cpv_38654310-0","38654310-0","Lecteurs de microformes"
"cpv_38700000-2","38700000-2","Horloges de pointage et compteurs similaires; parcmètres"
"cpv_38710000-5","38710000-5","Horloges de pointage"
"cpv_38720000-8","38720000-8","Horodateurs"
"cpv_38730000-1","38730000-1","Parcmètres"
"cpv_38731000-8","38731000-8","Compteurs à jetons"
"cpv_38740000-4","38740000-4","Minuteurs"
"cpv_38750000-7","38750000-7","Interrupteurs horaires"
"cpv_38800000-3","38800000-3","Équipement de commande des processus industriels et matériel de télécommande"
"cpv_38810000-6","38810000-6","Équipement de commande des processus industriels"
"cpv_38820000-9","38820000-9","Matériel de télécommande"
"cpv_38821000-6","38821000-6","Appareils de radiotélécommande"
"cpv_38822000-3","38822000-3","Sirènes télécommandées"
"cpv_38900000-4","38900000-4","Instruments divers d'évaluation ou de test"
"cpv_38910000-7","38910000-7","Matériel de vérification et de test d'hygiène"
"cpv_38911000-4","38911000-4","Kits pour prélèvement manuels sur écouvillon"
"cpv_38912000-1","38912000-1","Kits pour prélèvement automatiques sur écouvillon"
"cpv_38920000-0","38920000-0","Équipement pour grains et aliments pour animaux"
"cpv_38921000-7","38921000-7","Analyseurs de grains"
"cpv_38922000-4","38922000-4","Compteurs de grains"
"cpv_38923000-1","38923000-1","Analyseurs d'aliments"
"cpv_38930000-3","38930000-3","Instruments de mesure de l'humidité"
"cpv_38931000-0","38931000-0","Appareils de contrôle de l'humidité et de la température"
"cpv_38932000-7","38932000-7","Appareils de mesure de l'humidité"
"cpv_38940000-6","38940000-6","Instruments d'évaluation nucléaire"
"cpv_38941000-7","38941000-7","Compteurs alpha"
"cpv_38942000-7","38942000-7","Compteurs alpha beta"
"cpv_38943000-7","38943000-7","Compteurs beta"
"cpv_38944000-7","38944000-7","Compteurs beta gamma"
"cpv_38945000-7","38945000-7","Compteurs gamma"
"cpv_38946000-7","38946000-7","Kilovoltmètres"
"cpv_38947000-7","38947000-7","Microanalyseurs de rayons X"
"cpv_38950000-9","38950000-9","Matériel pour réaction en chaîne à la polymérase (PCR)"
"cpv_38951000-6","38951000-6","Matériel pour réaction en chaîne à la polymérase en temps réel (RT-PCR)"
"cpv_38960000-2","38960000-2","Éthylotest antidémarrage"
"cpv_38970000-5","38970000-5","Simulateur de recherche, d'essai et scientifique et technique"
"cpv_39000000-2","39000000-2","Meubles (y compris les meubles de bureau), aménagements, appareils électroménagers (à l'exclusion de l'éclairage) et produits de nettoyage"
"cpv_39100000-3","39100000-3","Mobilier"
"cpv_39110000-6","39110000-6","Sièges, chaises et articles assimilés, et pièces connexes"
"cpv_39111000-3","39111000-3","Sièges"
"cpv_39111100-4","39111100-4","Sièges pivotants"
"cpv_39111200-5","39111200-5","Sièges de théâtre"
"cpv_39111300-6","39111300-6","Sièges éjectables"
"cpv_39112000-0","39112000-0","Chaises"
"cpv_39112100-1","39112100-1","Chaises de salle à manger"
"cpv_39113000-7","39113000-7","Sièges et chaises divers"
"cpv_39113100-8","39113100-8","Fauteuils"
"cpv_39113200-9","39113200-9","Canapés"
"cpv_39113300-0","39113300-0","Banquettes"
"cpv_39113400-1","39113400-1","Chaises longues"
"cpv_39113500-2","39113500-2","Tabourets"
"cpv_39113600-3","39113600-3","Bancs"
"cpv_39113700-4","39113700-4","Repose-pieds"
"cpv_39114000-4","39114000-4","Éléments de sièges"
"cpv_39114100-5","39114100-5","Rembourrage"
"cpv_39120000-9","39120000-9","Tables, armoires, bureaux et bibliothèques"
"cpv_39121000-6","39121000-6","Bureaux et tables"
"cpv_39121100-7","39121100-7","Bureaux"
"cpv_39121200-8","39121200-8","Tables"
"cpv_39122000-3","39122000-3","Armoires et bibliothèques"
"cpv_39122100-4","39122100-4","Armoires"
"cpv_39122200-5","39122200-5","Bibliothèques"
"cpv_39130000-2","39130000-2","Mobilier de bureau"
"cpv_39131000-9","39131000-9","Rayonnages de bureau"
"cpv_39131100-0","39131100-0","Rayonnages d'archives"
"cpv_39132000-6","39132000-6","Systèmes de classement"
"cpv_39132100-7","39132100-7","Armoires de classement"
"cpv_39132200-8","39132200-8","Meubles fichiers"
"cpv_39132300-9","39132300-9","Dossiers suspendus"
"cpv_39132400-0","39132400-0","Systèmes de carrousels"
"cpv_39132500-1","39132500-1","Chariots de bureau"
"cpv_39133000-3","39133000-3","Présentoirs"
"cpv_39134000-0","39134000-0","Mobilier informatique"
"cpv_39134100-1","39134100-1","Tables pour ordinateurs"
"cpv_39135000-7","39135000-7","Tables de tri"
"cpv_39135100-8","39135100-8","Casiers de tri"
"cpv_39136000-4","39136000-4","Porte-manteaux"
"cpv_39137000-1","39137000-1","Adoucisseurs d'eau"
"cpv_39140000-5","39140000-5","Mobilier de maison"
"cpv_39141000-2","39141000-2","Mobilier et agencement de cuisine"
"cpv_39141100-3","39141100-3","Étagères"
"cpv_39141200-4","39141200-4","Plans de travail"
"cpv_39141300-5","39141300-5","Placards"
"cpv_39141400-6","39141400-6","Cuisines équipées"
"cpv_39141500-7","39141500-7","Hottes d'aspiration"
"cpv_39142000-9","39142000-9","Mobilier de jardin"
"cpv_39143000-6","39143000-6","Mobilier de chambre à coucher, mobilier de salle à manger et mobilier de salle de séjour"
"cpv_39143100-7","39143100-7","Mobilier de chambre à coucher"
"cpv_39143110-0","39143110-0","Lits, literie et tissus d'ameublement spéciaux"
"cpv_39143111-7","39143111-7","Sommiers"
"cpv_39143112-4","39143112-4","Matelas"
"cpv_39143113-1","39143113-1","Tissus spéciaux d'ameublement"
"cpv_39143114-8","39143114-8","Couvertures chauffantes"
"cpv_39143115-5","39143115-5","Alèses en caoutchouc"
"cpv_39143116-2","39143116-2","Lits d'enfant"
"cpv_39143120-3","39143120-3","Mobilier de chambre à coucher autre que lits et literie"
"cpv_39143121-0","39143121-0","Armoires-penderies"
"cpv_39143122-7","39143122-7","Commodes"
"cpv_39143123-4","39143123-4","Tables de chevet"
"cpv_39143200-8","39143200-8","Mobilier de salle à manger"
"cpv_39143210-1","39143210-1","Tables de salle à manger"
"cpv_39143300-9","39143300-9","Mobilier de séjour"
"cpv_39143310-2","39143310-2","Tables basses"
"cpv_39144000-3","39144000-3","Mobilier de salle de bains"
"cpv_39145000-0","39145000-0","Accessoires pour caves à vin"
"cpv_39150000-8","39150000-8","Mobilier et équipements divers"
"cpv_39151000-5","39151000-5","Mobilier divers"
"cpv_39151100-6","39151100-6","Râteliers"
"cpv_39151200-7","39151200-7","Établis"
"cpv_39151300-8","39151300-8","Mobilier modulaire"
"cpv_39152000-2","39152000-2","Rayonnages mobiles"
"cpv_39153000-9","39153000-9","Mobilier de salle de conférence"
"cpv_39153100-0","39153100-0","Porte-livres"
"cpv_39154000-6","39154000-6","Équipements d'exposition"
"cpv_39154100-7","39154100-7","Stands d'exposition"
"cpv_39155000-3","39155000-3","Mobilier de bibliothèque"
"cpv_39155100-4","39155100-4","Équipements de bibliothèque"
"cpv_39156000-0","39156000-0","Mobilier d'accueil et de réception"
"cpv_39157000-7","39157000-7","Éléments de meubles"
"cpv_39160000-1","39160000-1","Mobilier scolaire"
"cpv_39161000-8","39161000-8","Mobilier pour jardin d'enfants"
"cpv_39162000-5","39162000-5","Matériel d'enseignement"
"cpv_39162100-6","39162100-6","Matériel pédagogique"
"cpv_39162110-9","39162110-9","Fournitures scolaires"
"cpv_39162200-7","39162200-7","Matériels et appareils de formation"
"cpv_39170000-4","39170000-4","Mobilier de magasin"
"cpv_39171000-1","39171000-1","Vitrines"
"cpv_39172000-8","39172000-8","Comptoirs"
"cpv_39172100-9","39172100-9","Comptoirs de distribution de repas"
"cpv_39173000-5","39173000-5","Unités de stockage"
"cpv_39174000-2","39174000-2","Enseignes de magasin"
"cpv_39180000-7","39180000-7","Mobilier de laboratoire"
"cpv_39181000-4","39181000-4","Paillasses de laboratoire"
"cpv_39190000-0","39190000-0","Papier peint et autres revêtements"
"cpv_39191000-7","39191000-7","Revêtements muraux à base de papier ou de carton"
"cpv_39191100-8","39191100-8","Papier peint"
"cpv_39192000-4","39192000-4","Revêtements muraux en textile"
"cpv_39193000-1","39193000-1","Revêtements de sol à base de papier ou de carton"
"cpv_39200000-4","39200000-4","Aménagements"
"cpv_39220000-0","39220000-0","Équipement de cuisine, articles de maison, articles ménagers et fournitures de restauration"
"cpv_39221000-7","39221000-7","Équipement de cuisine"
"cpv_39221100-8","39221100-8","Ustensiles de cuisine"
"cpv_39221110-1","39221110-1","Vaisselle"
"cpv_39221120-4","39221120-4","Tasses et verres"
"cpv_39221121-1","39221121-1","Tasses"
"cpv_39221122-8","39221122-8","Petites tasses"
"cpv_39221123-5","39221123-5","Verres à boire"
"cpv_39221130-7","39221130-7","Récipients pour aliments"
"cpv_39221140-0","39221140-0","Bidons à eau"
"cpv_39221150-3","39221150-3","Récipients isothermes"
"cpv_39221160-6","39221160-6","Plateaux"
"cpv_39221170-9","39221170-9","Égouttoirs"
"cpv_39221180-2","39221180-2","Ustensiles de cuisson"
"cpv_39221190-5","39221190-5","Égouttoirs à vaisselle"
"cpv_39221200-9","39221200-9","Vaisselle de table"
"cpv_39221210-2","39221210-2","Assiettes"
"cpv_39221220-5","39221220-5","Plats"
"cpv_39221230-8","39221230-8","Soucoupes"
"cpv_39221240-1","39221240-1","Bols"
"cpv_39221250-4","39221250-4","Décanteuses"
"cpv_39221260-7","39221260-7","Gamelles en fer blanc"
"cpv_39222000-4","39222000-4","Fournitures pour restauration"
"cpv_39222100-5","39222100-5","Fournitures jetables pour restauration"
"cpv_39222110-8","39222110-8","Couteaux et assiettes jetables"
"cpv_39222120-1","39222120-1","Tasses jetables"
"cpv_39222200-6","39222200-6","Plateaux pour repas"
"cpv_39223000-1","39223000-1","Cuillères, fourchettes"
"cpv_39223100-2","39223100-2","Cuillères"
"cpv_39223200-3","39223200-3","Fourchettes"
"cpv_39224000-8","39224000-8","Balais et brosses et autres articles de divers types"
"cpv_39224100-9","39224100-9","Balais"
"cpv_39224200-0","39224200-0","Brosses"
"cpv_39224210-3","39224210-3","Pinceaux de peintre en bâtiment"
"cpv_39224300-1","39224300-1","Balais et brosses et autres produits de nettoyage ménager"
"cpv_39224310-4","39224310-4","Brosses de toilette"
"cpv_39224320-7","39224320-7","Éponges"
"cpv_39224330-0","39224330-0","Seaux"
"cpv_39224340-3","39224340-3","Poubelles"
"cpv_39224350-6","39224350-6","Pelles à poussière"
"cpv_39225000-5","39225000-5","Briquets, articles en matières inflammables, articles de pyrotechnie, allumettes et combustibles liquides ou gaz combustibles liquéfiés"
"cpv_39225100-6","39225100-6","Briquets"
"cpv_39225200-7","39225200-7","Alliages pyrophoriques"
"cpv_39225300-8","39225300-8","Allumettes"
"cpv_39225400-9","39225400-9","Gaz pour briquets"
"cpv_39225500-0","39225500-0","Articles de pyrotechnie"
"cpv_39225600-1","39225600-1","Bougies"
"cpv_39225700-2","39225700-2","Bouteille, bocaux et flacons"
"cpv_39225710-5","39225710-5","Bouteilles"
"cpv_39225720-8","39225720-8","Bocaux"
"cpv_39225730-1","39225730-1","Flacons"
"cpv_39226000-2","39226000-2","Bonbonnes, casiers à bouteilles, fioles et bobines"
"cpv_39226100-3","39226100-3","Casiers à bouteilles"
"cpv_39226200-4","39226200-4","Bonbonnes et fioles"
"cpv_39226210-7","39226210-7","Bonbonnes"
"cpv_39226220-0","39226220-0","Fioles"
"cpv_39226300-5","39226300-5","Bobines"
"cpv_39227000-9","39227000-9","Aiguilles à coudre et à tricoter, et dés à coudre"
"cpv_39227100-0","39227100-0","Aiguilles à coudre ou à tricoter"
"cpv_39227110-3","39227110-3","Aiguilles à coudre"
"cpv_39227120-6","39227120-6","Aiguilles à tricoter"
"cpv_39227200-1","39227200-1","Dés à coudre"
"cpv_39230000-3","39230000-3","Produit à usage spécial"
"cpv_39234000-1","39234000-1","Caisses à compost"
"cpv_39235000-8","39235000-8","Jetons"
"cpv_39236000-5","39236000-5","Cabines de peinture"
"cpv_39237000-2","39237000-2","Bornes de neige"
"cpv_39240000-6","39240000-6","Coutellerie"
"cpv_39241000-3","39241000-3","Couteaux et ciseaux"
"cpv_39241100-4","39241100-4","Couteaux"
"cpv_39241110-7","39241110-7","Couteaux de table"
"cpv_39241120-0","39241120-0","Couteaux de cuisine"
"cpv_39241130-3","39241130-3","Couteaux universels"
"cpv_39241200-5","39241200-5","Ciseaux"
"cpv_39254000-7","39254000-7","Horlogerie"
"cpv_39254100-8","39254100-8","Horloges"
"cpv_39254110-1","39254110-1","Réveils"
"cpv_39254120-4","39254120-4","Horloges murales"
"cpv_39254130-7","39254130-7","Verre à horloges"
"cpv_39260000-2","39260000-2","Plateaux de réception et matériel de bureau"
"cpv_39261000-9","39261000-9","Plateaux de réception"
"cpv_39263000-3","39263000-3","Matériel de bureau"
"cpv_39263100-4","39263100-4","Accessoires de bureau"
"cpv_39264000-0","39264000-0","Accessoires pour classeurs ou fichiers"
"cpv_39265000-7","39265000-7","Crochets et œillets"
"cpv_39270000-5","39270000-5","Articles religieux"
"cpv_39290000-1","39290000-1","Aménagements divers"
"cpv_39291000-8","39291000-8","Fournitures pour blanchisserie"
"cpv_39292000-5","39292000-5","Ardoises d'écolier et tableaux à écrire ou à dessiner ou instruments"
"cpv_39292100-6","39292100-6","Tableaux noirs"
"cpv_39292110-9","39292110-9","Éponges à effacer pour tableaux noirs"
"cpv_39292200-7","39292200-7","Ardoises d'écolier"
"cpv_39292300-8","39292300-8","Instruments de dessin"
"cpv_39292400-9","39292400-9","Instruments d'écriture"
"cpv_39292500-0","39292500-0","Règles"
"cpv_39293000-2","39293000-2","Produits artificiels"
"cpv_39293100-3","39293100-3","Fruits artificiels"
"cpv_39293200-4","39293200-4","Fleurs artificielles"
"cpv_39293300-5","39293300-5","Gazon artificiel"
"cpv_39293400-6","39293400-6","Pelouse artificielle"
"cpv_39293500-7","39293500-7","Bijouterie de fantaisie"
"cpv_39294000-9","39294000-9","Appareils et équipement de démonstration"
"cpv_39294100-0","39294100-0","Produits d'information et de promotion"
"cpv_39295000-6","39295000-6","Parapluies et parasols, cannes et cannes-sièges"
"cpv_39295100-7","39295100-7","Parasols"
"cpv_39295200-8","39295200-8","Parapluies"
"cpv_39295300-9","39295300-9","Cannes-sièges"
"cpv_39295400-0","39295400-0","Cannes de marche"
"cpv_39295500-1","39295500-1","Pièces, garnitures et accessoires de parapluies, parasols, cannes et articles similaires"
"cpv_39296000-3","39296000-3","Articles funéraires"
"cpv_39296100-4","39296100-4","Cercueils"
"cpv_39297000-0","39297000-0","Fournitures de caserne"
"cpv_39298000-7","39298000-7","Statuettes, ornements, cadres pour photographies ou images et miroirs"
"cpv_39298100-8","39298100-8","Cadres pour photographies"
"cpv_39298200-9","39298200-9","Cadres pour images"
"cpv_39298300-0","39298300-0","Vases"
"cpv_39298400-1","39298400-1","Statuettes"
"cpv_39298500-2","39298500-2","Ornements"
"cpv_39298600-3","39298600-3","Globes"
"cpv_39298700-4","39298700-4","Trophées"
"cpv_39298800-5","39298800-5","Aquariums"
"cpv_39298900-6","39298900-6","Éléments décoratifs divers"
"cpv_39298910-9","39298910-9","Arbre de Noël"
"cpv_39299000-4","39299000-4","Verrerie"
"cpv_39299100-5","39299100-5","Ampoules en verre"
"cpv_39299200-6","39299200-6","Verre de sécurité"
"cpv_39299300-7","39299300-7","Miroirs en verre"
"cpv_39300000-5","39300000-5","Équipement divers"
"cpv_39310000-8","39310000-8","Équipement de restauration"
"cpv_39311000-5","39311000-5","Petit matériel de restauration"
"cpv_39312000-2","39312000-2","Matériel pour la préparation des aliments"
"cpv_39312100-3","39312100-3","Machines à couper la viande"
"cpv_39312200-4","39312200-4","Matériel de cantine"
"cpv_39313000-9","39313000-9","Équipement hôtelier"
"cpv_39314000-6","39314000-6","Équipement de cuisine industrielle"
"cpv_39315000-3","39315000-3","Équipement de restaurant"
"cpv_39330000-4","39330000-4","Matériel de désinfection"
"cpv_39340000-7","39340000-7","Équipement de réseau à gaz"
"cpv_39341000-4","39341000-4","Équipement pour pression du gaz"
"cpv_39350000-0","39350000-0","Équipement de réseau d'assainissement"
"cpv_39360000-3","39360000-3","Matériel de scellement"
"cpv_39370000-6","39370000-6","Installations de distribution d'eau"
"cpv_39500000-7","39500000-7","Articles textiles"
"cpv_39510000-0","39510000-0","Articles textiles ménagers"
"cpv_39511000-7","39511000-7","Couvertures et plaids"
"cpv_39511100-8","39511100-8","Couvertures"
"cpv_39511200-9","39511200-9","Plaids"
"cpv_39512000-4","39512000-4","Linge de lit"
"cpv_39512100-5","39512100-5","Draps"
"cpv_39512200-6","39512200-6","Housses de couettes"
"cpv_39512300-7","39512300-7","Protège-matelas"
"cpv_39512400-8","39512400-8","Édredons"
"cpv_39512500-9","39512500-9","Taies d'oreillers"
"cpv_39512600-0","39512600-0","Taies de traversins"
"cpv_39513000-1","39513000-1","Linge de table"
"cpv_39513100-2","39513100-2","Nappes"
"cpv_39513200-3","39513200-3","Serviettes de table"
"cpv_39514000-8","39514000-8","Linge de toilette et de cuisine"
"cpv_39514100-9","39514100-9","Serviettes de toilette"
"cpv_39514200-0","39514200-0","Torchons"
"cpv_39514300-1","39514300-1","Essuie-mains en rouleau"
"cpv_39514400-2","39514400-2","Distributeurs automatiques de serviettes"
"cpv_39514500-3","39514500-3","Gants de toilette"
"cpv_39515000-5","39515000-5","Rideaux, tentures, lambrequins et stores en textile"
"cpv_39515100-6","39515100-6","Rideaux"
"cpv_39515110-9","39515110-9","Pare-fumée"
"cpv_39515200-7","39515200-7","Tentures"
"cpv_39515300-8","39515300-8","Lambrequins"
"cpv_39515400-9","39515400-9","Stores"
"cpv_39515410-2","39515410-2","Stores d'intérieur"
"cpv_39515420-5","39515420-5","Stores en textile"
"cpv_39515430-8","39515430-8","Stores vénitiens"
"cpv_39515440-1","39515440-1","Jalousies"
"cpv_39516000-2","39516000-2","Articles d'ameublement"
"cpv_39516100-3","39516100-3","Articles textiles d'ameublement"
"cpv_39516110-6","39516110-6","Coussins"
"cpv_39516120-9","39516120-9","Oreillers"
"cpv_39518000-6","39518000-6","Linge d'hôpital"
"cpv_39518100-7","39518100-7","Champs opératoires"
"cpv_39518200-8","39518200-8","Draps pour salle d'opération"
"cpv_39520000-3","39520000-3","Articles textiles confectionnés"
"cpv_39522000-7","39522000-7","Bâches imperméables, voiles pour bateaux, planches à voile ou chars à voile, auvents, stores, tentes et articles de camping"
"cpv_39522100-8","39522100-8","Bâches imperméables, auvents et stores"
"cpv_39522110-1","39522110-1","Bâches imperméables"
"cpv_39522120-4","39522120-4","Marquises"
"cpv_39522130-7","39522130-7","Rideaux pare-soleil"
"cpv_39522200-9","39522200-9","Toiles de camouflage"
"cpv_39522400-1","39522400-1","Voiles"
"cpv_39522500-2","39522500-2","Articles de camping en textile"
"cpv_39522510-5","39522510-5","Matelas pneumatiques"
"cpv_39522520-8","39522520-8","Lits de camp"
"cpv_39522530-1","39522530-1","Tentes"
"cpv_39522540-4","39522540-4","Sacs de couchage"
"cpv_39522541-1","39522541-1","Sacs de couchage en plume ou en duvet"
"cpv_39523000-4","39523000-4","Parachutes"
"cpv_39523100-5","39523100-5","Parachutes dirigeables"
"cpv_39523200-6","39523200-6","Rotochutes"
"cpv_39525000-8","39525000-8","Articles textiles manufacturés divers"
"cpv_39525100-9","39525100-9","Chiffons à poussière"
"cpv_39525200-0","39525200-0","Éléments filtrants en tissu"
"cpv_39525300-1","39525300-1","Gilets de sauvetage"
"cpv_39525400-2","39525400-2","Couvertures ignifuges"
"cpv_39525500-3","39525500-3","Moustiquaires"
"cpv_39525600-4","39525600-4","Torchons à vaisselle"
"cpv_39525700-5","39525700-5","Ceintures de sauvetage"
"cpv_39525800-6","39525800-6","Torchons de nettoyage"
"cpv_39525810-9","39525810-9","Torchons à polir"
"cpv_39530000-6","39530000-6","Tapis, paillassons et carpettes"
"cpv_39531000-3","39531000-3","Tapis"
"cpv_39531100-4","39531100-4","Revêtement de sol à points noués"
"cpv_39531200-5","39531200-5","Revêtement de sol tissé"
"cpv_39531300-6","39531300-6","Revêtement de sol touffeté"
"cpv_39531310-9","39531310-9","Dalles de moquette"
"cpv_39531400-7","39531400-7","Revêtement de sol en textile"
"cpv_39532000-0","39532000-0","Paillassons"
"cpv_39533000-7","39533000-7","Carpettes"
"cpv_39534000-4","39534000-4","Revêtement de sol industriel en textile"
"cpv_39540000-9","39540000-9","Cordages, cordes, ficelles et filets divers"
"cpv_39541000-6","39541000-6","Cordage, corde, ficelle et filets"
"cpv_39541100-7","39541100-7","Ficelles, cordages et câbles"
"cpv_39541110-0","39541110-0","Corde"
"cpv_39541120-3","39541120-3","Cordage"
"cpv_39541130-6","39541130-6","Cordon"
"cpv_39541140-9","39541140-9","Ficelle"
"cpv_39541200-8","39541200-8","Filets en textile"
"cpv_39541210-1","39541210-1","Filets à mailles nouées"
"cpv_39541220-4","39541220-4","Élingues"
"cpv_39542000-3","39542000-3","Chiffons"
"cpv_39550000-2","39550000-2","Articles en non-tissé"
"cpv_39560000-5","39560000-5","Articles textiles divers"
"cpv_39561000-2","39561000-2","Tulle, dentelle, rubanerie, passementerie et broderie"
"cpv_39561100-3","39561100-3","Rubanerie, passementerie"
"cpv_39561110-6","39561110-6","Ruban"
"cpv_39561120-9","39561120-9","Bande textile"
"cpv_39561130-2","39561130-2","Étiquettes et badges en textile"
"cpv_39561131-9","39561131-9","Étiquettes en textile"
"cpv_39561132-6","39561132-6","Badges en textile"
"cpv_39561133-3","39561133-3","Insignes"
"cpv_39561140-5","39561140-5","Passementerie d'ornement"
"cpv_39561141-2","39561141-2","Galons"
"cpv_39561142-9","39561142-9","Épaulettes"
"cpv_39561200-4","39561200-4","Tissu à mailles"
"cpv_39562000-9","39562000-9","Feutre"
"cpv_39563000-6","39563000-6","Textile de rembourrage, fils, tissus et articles textiles utilisés à des fins techniques"
"cpv_39563100-7","39563100-7","Rembourrage textile"
"cpv_39563200-8","39563200-8","Fil métallisé"
"cpv_39563300-9","39563300-9","Tissu de fils métalliques"
"cpv_39563400-0","39563400-0","Tissu imprégné, enduit ou recouvert"
"cpv_39563500-1","39563500-1","Articles textiles à usage technique"
"cpv_39563510-4","39563510-4","Tuyaux en textile"
"cpv_39563520-7","39563520-7","Bandes convoyeuses en textile"
"cpv_39563530-0","39563530-0","Conduites d'aération"
"cpv_39563600-2","39563600-2","Produits textiles matelassés"
"cpv_39700000-9","39700000-9","Appareils ménagers"
"cpv_39710000-2","39710000-2","Appareils ménagers électriques"
"cpv_39711000-9","39711000-9","Appareils électrodomestiques pour la cuisine"
"cpv_39711100-0","39711100-0","Réfrigérateurs et congélateurs"
"cpv_39711110-3","39711110-3","Réfrigérateurs-congélateurs"
"cpv_39711120-6","39711120-6","Congélateurs"
"cpv_39711121-3","39711121-3","Congélateurs-bahuts"
"cpv_39711122-0","39711122-0","Congélateurs ménagers"
"cpv_39711123-7","39711123-7","Congélateurs-armoires"
"cpv_39711124-4","39711124-4","Congélateurs industriels"
"cpv_39711130-9","39711130-9","Réfrigérateurs"
"cpv_39711200-1","39711200-1","Machines pour la préparation des aliments"
"cpv_39711210-4","39711210-4","Robots ménagers"
"cpv_39711211-1","39711211-1","Mixeurs pour aliments"
"cpv_39711300-2","39711300-2","Appareils électrothermiques"
"cpv_39711310-5","39711310-5","Cafetières électriques"
"cpv_39711320-8","39711320-8","Théières électriques"
"cpv_39711330-1","39711330-1","Grille-pain électriques"
"cpv_39711340-4","39711340-4","Chauffe-plats"
"cpv_39711350-7","39711350-7","Gaufriers"
"cpv_39711360-0","39711360-0","Fours"
"cpv_39711361-7","39711361-7","Fours électriques"
"cpv_39711362-4","39711362-4","Fours à micro-ondes"
"cpv_39711400-3","39711400-3","Rôtissoires, plaques de cuisson, plaques chauffantes et réchauds"
"cpv_39711410-6","39711410-6","Rôtissoires"
"cpv_39711420-9","39711420-9","Foyers de cuisson"
"cpv_39711430-2","39711430-2","Plaques de cuisson"
"cpv_39711440-5","39711440-5","Réchauds"
"cpv_39711500-4","39711500-4","Ouvre-boîtes"
"cpv_39712000-6","39712000-6","Appareils électrodomestiques pour soins corporels"
"cpv_39712100-7","39712100-7","Tondeuses à cheveux"
"cpv_39712200-8","39712200-8","Appareils de coiffure"
"cpv_39712210-1","39712210-1","Sèche-cheveux"
"cpv_39712300-9","39712300-9","Sèche-mains"
"cpv_39713000-3","39713000-3","Appareils électrodomestiques de nettoyage; fers à repasser"
"cpv_39713100-4","39713100-4","Lave-vaisselle"
"cpv_39713200-5","39713200-5","Lave-linge et sèche-linge"
"cpv_39713210-8","39713210-8","Lave-linge et sèche-linge combinés"
"cpv_39713211-5","39713211-5","Unité de séchage et de pressage"
"cpv_39713300-6","39713300-6","Compacteurs d'ordures ménagères"
"cpv_39713400-7","39713400-7","Machines d'entretien des sols"
"cpv_39713410-0","39713410-0","Machines de nettoyage des sols"
"cpv_39713420-3","39713420-3","Cireuses"
"cpv_39713430-6","39713430-6","Aspirateurs"
"cpv_39713431-3","39713431-3","Accessoires pour aspirateurs"
"cpv_39713500-8","39713500-8","Fers à repasser électriques"
"cpv_39713510-1","39713510-1","Fers à vapeur"
"cpv_39714000-0","39714000-0","Hottes de ventilation ou de recyclage"
"cpv_39714100-1","39714100-1","Aérateurs"
"cpv_39714110-4","39714110-4","Ventilateurs d'aspiration"
"cpv_39715000-7","39715000-7","Chauffe-eau et chauffage de bâtiment; équipement de plomberie"
"cpv_39715100-8","39715100-8","Distributeurs électriques d'eau chaude ou chauffe-eau à accumulation et thermoplongeurs"
"cpv_39715200-9","39715200-9","Équipement de chauffage"
"cpv_39715210-2","39715210-2","Matériel de chauffage central"
"cpv_39715220-5","39715220-5","Résistances de chauffage électrique"
"cpv_39715230-8","39715230-8","Appareils électriques de chauffage au sol"
"cpv_39715240-1","39715240-1","Appareils électriques de chauffage des locaux"
"cpv_39715300-0","39715300-0","Équipement de plomberie"
"cpv_39716000-4","39716000-4","Pièces pour appareils électroménagers"
"cpv_39717000-1","39717000-1","Ventilateurs et appareils de conditionnement d'air"
"cpv_39717100-2","39717100-2","Ventilateurs"
"cpv_39717200-3","39717200-3","Appareils de conditionnement d'air"
"cpv_39720000-5","39720000-5","Appareils ménagers non électriques"
"cpv_39721000-2","39721000-2","Appareils ménagers de cuisson ou de chauffage"
"cpv_39721100-3","39721100-3","Appareils ménagers de cuisson"
"cpv_39721200-4","39721200-4","Réfrigérateurs à gaz"
"cpv_39721300-5","39721300-5","Réchauffeurs d'air ou distributeurs d'air chaud non électriques"
"cpv_39721310-8","39721310-8","Réchauffeurs d'air"
